nom	ville	province	region	telephone	email	site_web	source_url
La Masseria	Empoli	FI	Toscana	3406164833		https://wa.me/+393406164833?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/empoli-fi/residence/la-masseria
Masseria Garfagnina	Gallicano	LU	Toscana	3913862549		https://wa.me/+393913862549?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/gallicano-lu/alberghi/masseria-garfagnina
Fiorentini Firenze	Colle di Val d'Elsa	SI	Toscana	577969475			https://www.paginegialle.it/fiorentini-firenze--colledivaldelsa-si
Frantoio Sanminiatese	San Miniato	PI	Toscana	3.40266E+19		https://wa.me/+393402658156?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiosanminiatese
Cantina Sociale Colli Fiorentini	Montespertoli	FI	Toscana	571659127			https://www.paginegialle.it/cantina-sociale-colli-fiorentini-fi
Frantoio Paggetti	Arezzo	AR	Toscana	5.75364E+18		https://wa.me/+393385267200?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoio-paggetti-arezzo
Tenuta di Lucciano - Gestioni Agricole Spalletti	Quarrata	PT	Toscana	573750209			https://www.paginegialle.it/gestioneagricolespalletti-quarrata-pistoia
Oleificio Val D'Orcia	Castiglione d'Orcia	SI	Toscana	577887184			https://www.paginegialle.it/enotecatoscana-castiglionedorcia-si
Aromolio	Livorno	LI	Toscana	586851326		https://www.aromolio.exte	https://www.paginegialle.it/aromolio
Olivicoltori Toscani Associati - Bottega del Frantoio	Scandicci	FI	Toscana	55769538			https://www.paginegialle.it/olivicoltori-toscani-associati-scandicci-fi
Banti e C.	Fucecchio	FI	Toscana	5.71297E+18		https://wa.me/+393357217692?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/banti-fi
Agriturismo Fornacino	Castelnuovo Berardenga	SI	Toscana	3483580184		https://wa.me/+393483580184?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-il-fornacino
Frantoio F.lli Caprai Carlo & Ledo Snc	Casciana Alta	PI	Toscana	5.87689E+28		https://wa.me/+393333272153?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiofllicaprai
Frantoio Donati Gino	Bagnoro	AR	Toscana	5.75365E+18		https://wa.me/+393355249823?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoio-donati-gino-arezzo
Frantoio Cacioli	Arezzo	AR	Toscana	57597002			https://www.paginegialle.it/frantoio-cacioli
Frantoio Molino a Vento	Rosignano Marittimo	LI	Toscana	3.4772E+19		https://wa.me/+393477202657?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiomolinoavento
Frantoio Il Mandorlo	Trespiano	FI	Toscana	3.4738E+18		https://wa.me/+393473801281?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoio-il-mandorlo-srl-trespiano-fi
Villa Pillo	Gambassi Terme	FI	Toscana	571680212			https://www.paginegialle.it/villapillo
L'Osteria Cucina Casalinga	Firenze	FI	Toscana	552398487			https://www.paginegialle.it/firenze-fi/ristoranti/frantoio
Bianchi Lidia	Campiglia Marittima	LI	Toscana	565070085			https://www.paginegialle.it/bianchilidia-campigliamarittima
Azienda Agricola Il Colle	Bagno a Ripoli	FI	Toscana	3206226857		https://wa.me/+393206226857?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolailcolle-bagnoaripoli
Azienda Agricola Poggio Mirabile	Manciano	GR	Toscana	5641911378	info@poggiomirabile.com	https://www.poggiomirabile.com	https://www.paginegialle.it/aziendaagricolapoggiomirabile-manciano
Cantina	Castelnuovo Berardenga	SI	Toscana	577570570			https://www.paginegialle.it/castelnuovo-berardenga-si/alberghi/contrada
Trattoria Bonini	Castelnuovo di Garfagnana	LU	Toscana	5.83639E+18		https://wa.me/+393299850261?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/trattoriaboini-castelnuovodigarfagnana-lu
Enoteca La Bottega di Amilcare Ristorante Pizzeria San Giorgio	Montalcino	SI	Toscana	3400907265		https://wa.me/+393400907265?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/enoteca-la-bottega-di-amilcare-ristante-pizzeria-san-giorgio-si
Azienda Vinicola Le Coste Sas	Rufina	FI	Toscana	558397009			https://www.paginegialle.it/lecoste
Badia di Morrona	Terricciola	PI	Toscana	5.87659E+28		https://wa.me/+393299299837?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/terricciola-pi/aziende-agricole/badia-morrona_2
Cantina Colline del Chianti	Poggibonsi	SI	Toscana	5.7793E+18		http://www.cantinacollinedelchianti.it	https://www.paginegialle.it/poggibonsi-si/cantine-sociali/cantina-sociale
Cantina di Capalbio Soc. Cooperativa Agricola a Responsabilita' Limitata	Capalbio	GR	Toscana	564890791			https://www.paginegialle.it/capalbio-gr/cantine-sociali/cantina-di-capalbio-soc-cooperativa-agricola-a-responsabilita
Cantina I Vini di Maremma Societa' Agricola Cooperativa	Grosseto	GR	Toscana	5.64344E+17			https://www.paginegialle.it/grosseto-gr/alimentari/cantina-vini-maremma-soc-coop-r-l
Cantina I Vini di Maremma Societa' Agricola Cooperativa	Grosseto	GR	Toscana	56435229			https://www.paginegialle.it/grosseto-gr/cantine-sociali/cantina-vini-maremma
Cantina Sociale Vi.C.A.S. Societa' Cooperativa Agricola	Pontassieve	FI	Toscana	5.58314E+18			https://www.paginegialle.it/pontassieve-fi/cantine-sociali/cantina-sociale-vi.c.a.s.-societa-cooperativa-agri
Cantine Innocenti di Innocenti Gonzi Tommaso	Montefollonico	SI	Toscana	5.77669E+18			https://www.paginegialle.it/montefollonico-si/cantine-sociali/cantine-innocenti-di-innocenti-gonzi-tommaso
Cantine Leonardo da Vinci - Societa' Agricola Cooperativa	Montalcino	SI	Toscana	577848704		https://www.cantinadimontalcino.it	https://www.paginegialle.it/montalcino-si/cantine-sociali/cantina-montalcino
Cantine Leonardo da Vinci - Societa' Agricola Cooperativa	Vinci	FI	Toscana	5.71902E+19			https://www.paginegialle.it/vinci-fi/cantine-sociali/cantine-leonardo-da-vinci-societa-agricola-cooperativa
Cantine Leonardo da Vinci - Societa' Agricola Cooperativa	Vinci	FI	Toscana	5711826823			https://www.paginegialle.it/vinci-fi/cantine-leonardo-vinci-soc.a.coop
Casale di Valle	Vinci	FI	Toscana	5.71183E+19		https://wa.me/+393385826390?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/vinci-fi/cantine-sociali/fattoria-montalbano-societa-agricola-a-r-l
Conticelli Piero	San Casciano in Val di Pesa	FI	Toscana	558228211			https://www.paginegialle.it/san-casciano-in-val-di-pesa-fi/cantine-sociali/conticelli-piero
La Dispensa del Granduca S.r.l.	Montepulciano	SI	Toscana	5.78537E+17			https://www.paginegialle.it/montepulciano-si/cantine-sociali/la-dispensa-del-granduca-s-r-l
Leonardo da Vinci S.p.a.	Vinci	FI	Toscana	571902444			https://www.paginegialle.it/mercatale-fi/cantine-sociali/leonardo-vinci
Morisfarms S.r.l. Societa' Agricola	Grosseto	GR	Toscana	564496188			https://www.paginegialle.it/grosseto-gr/cantine-sociali/cantina-moris-farms_2
Secondocerchio di Paolo Marchi	Firenze	FI	Toscana	3470477260		https://wa.me/+393470477260?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/firenze-fi/cantine-sociali/secondocerchio-di-paolo-marchi
Soc. Agr. Olivicoltori delle Colline del Cetona Soc. Coop.	Cetona	SI	Toscana	578238380			https://www.paginegialle.it/cetona-si/cantine-sociali/societa-agricola-olivicoltori-delle-colline-del-cetona-so-cieta-cooperativa
Societa' Agricola Cantina Dell Etruria - Societa' Cooperativa	Cetona	SI	Toscana	5.78238E+28			https://www.paginegialle.it/cetona-si/cantine-sociali/societa-agricola-cantina-dell-etruria
Societa' Agricola Cantina Dell Etruria - Societa' Cooperativa	Cetona	SI	Toscana	578239127			https://www.paginegialle.it/cetona-si/cantine-sociali/societa-agricola-cantina-dell-etruria-societa-cooperativa
Societa' Cooperativa Cantina Viticoltori Senesi Aretini Societa' Agricola	Sinalunga	SI	Toscana	577663595			https://www.paginegialle.it/sinalunga-si/cantine-sociali/cantina-viticoltori-senesi-aretini-societa-agricola
Azienda Agricola Casal Bevagna	Corchiano	VT	Lazio	3388773319		https://wa.me/+393388773319?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-casal-bevagna
Olio Guglietta	Fondi	LT	Lazio	3775977025		https://wa.me/+393775977025?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/olio-guglietta-fondi-lt
F.lli Vinaccia	Fondi	LT	Lazio	3.35137E+19		https://wa.me/+393351371431?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/fratellivinaccia
Marconi Viticoltori in Ariccia	Ariccia	RM	Lazio	69331744			https://www.paginegialle.it/marconi-emilio-vitivinicoltore-roma
Azienda Agricola Alessandra Morelli	Sabaudia	LT	Lazio	3279474722		https://wa.me/+393279474722?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-alessandra-morelli
Maf Ecologia	Aprilia	LT	Lazio	6.92683E+47		https://wa.me/+393884436967?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/mafecologiaaprilia
Genesio Mancini - Il Frantoio	Itri	LT	Lazio	3801905859		https://wa.me/+393801905859?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/genesiomancini
Enoteca Casciani Viterbo	Viterbo	VT	Lazio	7611862135			https://www.paginegialle.it/tenutacasciani-aziende-agricole-vt
Spino Bianco Società Agricola	Nettuno	RM	Lazio	3391168107		https://wa.me/+393391168107?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/spinobianco-societa-agricola-nettuno-rm
Macelleria Nardi Mario	Montalto di Castro	VT	Lazio	7.6683E+18		https://wa.me/+393384416159?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/macelleria-nardi-montalto-di-castro
Macelleria Salumeria Evangelista	Cassino	FR	Lazio	3932211674		https://wa.me/+393932211674?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/macelleriasalumeriaevangelista
Agriturismo Agricola Reale	Sant'Andrea del Garigliano	FR	Lazio	7.76194E+19		https://wa.me/+393470962782?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agricola-reale-fr
Zafferamo	Ferentino	FR	Lazio	3396565675		https://wa.me/+393396565675?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/zafferamoarl
La Boutique di Francois - Azienda Agricola Iacorossi	Montalto di Castro	VT	Lazio	3.5197E+19		https://wa.me/+393519700597?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/laboutiquedifrancois
Azienda Agricola Santonicola	Aprilia	LT	Lazio	3.33921E+19		https://wa.me/+393339210867?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolasantonicolalatina
Azienda Biologica De Sanctis	Frascati	RM	Lazio	3451417403		https://wa.me/+393451417403?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendabiologicadesanctis
Azienda Agricola Vita	Sutri	VT	Lazio	761600483			https://www.paginegialle.it/aziendagricolavita
Societa' Agricola Porretta - Le Ghiottone	Labico	RM	Lazio	6.95186E+17			https://www.paginegialle.it/azienda-agricola-porretta
Molino Profili Giuseppe	Viterbo	VT	Lazio	7.61304E+18		https://wa.me/+393886536876?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/molino-profili-giuseppe-srl-viterbo
Graziano Frutta e Verdura	Roma	RM	Lazio	3288629538		https://wa.me/+393288629538?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/graziano-frutta-e-verdura-roma
La Pergola - Fruit Shop	Ciampino	RM	Lazio	3337282914		https://wa.me/+393337282914?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lapergolafrutta-frutta-e-verdura-rm
La Bottega Sabina - Azienda Agricola Talocci	Roma	RM	Lazio	3209282753		https://wa.me/+393209282753?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-talocci-roma
Azienda Agricola Scialanga	Fiano Romano	RM	Lazio	7.65455E+18		https://wa.me/+393396618164?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agricolascialanga
Azienda Agraria Pizzi	Roma	RM	Lazio	6.45037E+17		https://wa.me/+393492112176?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagrariapizziroma
Latteria Santa Rosa	Viterbo	VT	Lazio	3894359218		https://wa.me/+393894359218?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/latteria-santa-rosa-viterbo
Agrilatina Soc. Agricola Semplice	Latina	LT	Lazio	3.42799E+29		https://wa.me/+393427985768?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agrilatinasocagricola
Cooperativa Avvenire	Soriano nel Cimino	VT	Lazio	7.61748E+18		https://wa.me/+393925030506?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/coop-avvenire-viterbo
Le Pagine della Nostra Vita Onlus- Assistenza Domiciliare	Roma	RM	Lazio	6.69367E+18		https://wa.me/+393493035773?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/le-pagine-della-nostra-vita
Sercim	Roma	RM	Lazio	3801239591		https://wa.me/+393801239591?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/sercim-cooperativa-lavoro-servizi-roma
Cooperativa Lavoratori del Turismo Arl	Roma	RM	Lazio	3664323111		https://wa.me/+393664323111?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cooperativalavoratoridelturismoarl-roma
Bcr Servizi Soc.Coop.	Roma	RM	Lazio	3892815921		https://wa.me/+393892815921?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/bcrservizisoccoop-roma
Centro Studi Pitagora	Frascati	RM	Lazio	3518060967		https://wa.me/+393518060967?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/centrostudipitagora-frascati
Corsira	Aprilia	LT	Lazio	683845818	info@corsira.it	https://www.corsira.it	https://www.paginegialle.it/corsira-aprilia
Eurocirce - Societa' Cooperativa Agricola	Terracina	LT	Lazio	3280395323		https://wa.me/+393280395323?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/eurocirce-societacooperativaagricola-terracina
Freedom	Genzano di Roma	RM	Lazio	3512121563			https://www.paginegialle.it/freedom-genzanodiroma
Il Dono - Societa Cooperativa Sociale	Subiaco	RM	Lazio	774436061			https://www.paginegialle.it/ildono-societacooperativasociale-subiaco
Masetto Cooperativa Sociale a R.L. Onlus	Fiano Romano	RM	Lazio	765455502			https://www.paginegialle.it/masettocooperativasocialearlonlus-fianoromano
Moliendo Cafè	Roma	RM	Lazio	65402474		https://www.equocomes.org	https://www.paginegialle.it/moliendocaf-roma
Punto Servizi Semplificata	Monterotondo	RM	Lazio	690627456			https://www.paginegialle.it/puntoservizisemplificata-monterotondo
Servizi & Logistica Srl	Aprilia	LT	Lazio	3519178651		https://wa.me/+393519178651?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/servizilogisticasrl-aprilia
Unisan Gruppo Società Cooperativa Sociale	Roma	RM	Lazio	696032032	info@unisan.it	https://unisan.it	https://www.paginegialle.it/unisangrupposocietcooperativasociale-roma
Unicoop Tirreno Societa' Cooperativa	Viterbo	VT	Lazio	7613951			https://www.paginegialle.it/viterbo-vt/cooperative-consumo/unicoop-tirreno-s-c
Roma Smile di Minardi Angela	Roma	RM	Lazio	67101981			https://www.paginegialle.it/roma-rm/roma-smile-piccola-societa-cooperativa
Tecnomanutenzioni Cooperativa Sociale a Responsabilita' Limitata	Roma	RM	Lazio	335402936		https://wa.me/+39335402936?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/roma-rm/cooperativa-lavoro/tecnomanutenzioni-cooperativa-sociale-a-responsabilita-limitata
Well Societa' Cooperativa	Roma	RM	Lazio	6.54229E+18		https://www.numeroutile.it	https://www.paginegialle.it/roma-rm/cooperativa-lavoro/well-societa-cooperativa
Acquario 85 - Societa' Cooperativa Sociale Onlus a R.L.	Tivoli	RM	Lazio	774707194			https://www.paginegialle.it/tivoli-rm/cooperativa-lavoro/acquario-85-soc-coop-sociale-onlus-r-l
Aelle Il Punto Societa'	Roma	RM	Lazio	67806865			https://www.paginegialle.it/roma-rm/cooperativa-lavoro/aelle-punto-soc.-coop.-r.l.
Aelle Il Punto Societa'	Nepi	VT	Lazio	761364808			https://www.paginegialle.it/nepi-vt/cooperativa-lavoro/aelle-il-punto-onlus
Aelle Il Punto Societa'	Roma	RM	Lazio	639916363			https://www.paginegialle.it/roma-rm/cooperativa-lavoro/aelle-il-punto-onlus_21361319
Agape'	Alatri	FR	Lazio	3737284191		https://wa.me/+393737284191?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/alatri-fr/cooperativa-lavoro/agape
Mensana Masseria Urbana	Roma	RM	Lazio	3349943965			https://www.paginegialle.it/roma-rm/verso-sud-societa-a-responsabilita-limitata
La Masseria	Roma	RM	Lazio	62751577		http://www.lamasseriaroma.it	https://www.paginegialle.it/roma-rm/ristoranti/masseria_5
Masseria Pozzo	Sperlonga	LT	Lazio	7.71549E+18		https://wa.me/+393296051228?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/palomonte-sa/ristoranti/agriturismo-masseria-pozzo
Arvalia	Viterbo	VT	Lazio	7.61344E+18		https://wa.me/+393383705372?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/arvalia-bio-agriturismo-vt
Masseria Trapana S.r.l.	Roma	RM	Lazio	63212726			https://www.paginegialle.it/roma-rm/imprese-edili/masseria-trapana-s-r-l
Priorità Bomboniere Marta Priori	Colleferro	RM	Lazio	3921100689		https://wa.me/+393921100689?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/bomboniere-priorita
Trattoria pugliese Vicolo San Giovanni	Guidonia Montecelio	RM	Lazio	774327799		http://www.vicolosangiovanni.it	https://www.paginegialle.it/trattoriapugliesevicolosangiovanni-guidoniamontecelio
Frantoio di Tobia	Tobia	VT	Lazio	761379634			https://www.paginegialle.it/frantoiioditobia
Frantoio Camilli	Viterbo	VT	Lazio	7.61264E+18		https://wa.me/+393487239195?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoio-camilli-viterbo
Frantoio Oleario Ciceroni Domenico	Torri in Sabina	RI	Lazio	7.65626E+17			https://www.paginegialle.it/frantoiooleariociceronidomenico-torriinsabina
Sofos Smaltimento rifiuti	Albano Laziale	RM	Lazio	69408755			https://www.paginegialle.it/sofos-smaltimento-rifiuti-albano-laziale
Colle Caterina Azienda Agricola Produzione Miele e Prodotti dell'Alveare	Atina	FR	Lazio	3384151410		https://wa.me/+393384151410?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/collecaterinaproduzionemieleatina
Frantoio Petrecca	Genzano di Roma	RM	Lazio	69398070			https://www.paginegialle.it/frantoiopetrecca
Frantoio Archibusacci	Canino	VT	Lazio	761437202		https://www.archibusacci.com	https://www.paginegialle.it/frantoioarturoarchibusacci-canino
Frantoio Oleario Contessa	Nepi	VT	Lazio	3395848545		https://wa.me/+393395848545?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariocontessa-nepi
Frantoio oleario zorro	Campoli Appennino	FR	Lazio	3687034221		https://wa.me/+393687034221?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariozorro-campoliappennino
Frantoio Petrecca Olivella	Albano Laziale	RM	Lazio	69305658	claudio.petrecca@virgilio.it	http://www.frantoiopetrecca.it	https://www.paginegialle.it/frantoiopetreccaolivella-albanolaziale
Frantoio Rossi  Emliano	Castelnuovo di Porto	RM	Lazio	69079218			https://www.paginegialle.it/frantoiorossiemliano-castelnuovodiporto
Il Frantoio Azienda Agricola di Saporito Rosario	Castelnuovo di Farfa	RI	Lazio	765320019			https://www.paginegialle.it/ilfrantoioaziendaagricoladisaporitorosario-castelnuovodifarfa
Olearia Ferentino snc	Ferentino	FR	Lazio	3337193780		https://wa.me/+393337193780?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/oleariaferentinosnc-ferentino
Tomei S.r.l.	Maenza	LT	Lazio	7731360702		http://www.frantoiotomei.it	https://www.paginegialle.it/tomeisrl-maenza
Frantoio Casale Venturini di Pietro Venturini e C.	Monte Porzio Catone	RM	Lazio	69447644			https://www.paginegialle.it/monte-porzio-catone-rm/frantoi-oleari/frantoio-casale-venturini
Frantoio Tuscus S.r.l.	Vetralla	VT	Lazio	761774413			https://www.paginegialle.it/vetralla-vt/frantoi-oleari/frantoio-tuscus-g.-sodano-c.
Cooperativa Oleificio Mosse Soc. Coop. A.R.L.	- 01027 Montefiascone	VT	Lazio	7.61824E+18		https://wa.me/+393802448698?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/montefiascone-vt/frantoi-oleari/cooperativa-oleificio-mosse-soc-coop-a-r-l
Cooperativa Oleificio Mosse Soc. Coop.	Montefiascone	VT	Lazio	761824440			https://www.paginegialle.it/montefiascone-vt/frantoi-oleari/cooperativa-oleificio-mosse-soc-coop-a-r-l_20185468
Frantoio Ars Avi	Alvito	FR	Lazio	7.7651E+28			https://www.paginegialle.it/alvito-fr/frantoi-oleari/frantoio-ars-avi
Frantoio Arturo Archibusacci dal 1888	Canino	VT	Lazio	3.28428E+29		https://wa.me/+393284276558?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/canino-vt/ristoranti/frantoio-arturo-archibusacci
Frantoio Brachino S.a.s. di Vincenzi Raffaela	Montefiascone	VT	Lazio	761826911			https://www.paginegialle.it/montefiascone-vt/cereali/brachino-massimo
Frantoio Cioccolini	Vignanello	VT	Lazio	7.61754E+18		https://wa.me/+393355790582?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/vignanello-vt/frantoio-cioccolini
Ristorante Trinita' De Monti	Roma	RM	Lazio	6.69921E+18			https://www.paginegialle.it/ristorantetrinitadeimonti
Albergo Ristorante La Conca	Serrone	FR	Lazio	775595677			https://www.paginegialle.it/ristorante-la-conca-serrone-fr
Ristorante Leon D'Oro	Leonessa	RI	Lazio	746923320			https://www.paginegialle.it/ristorante-leon-doro-leonessa-ri
Cantina Sant’Andrea	Terracina	LT	Lazio	773703811			https://www.paginegialle.it/cantinasantandrea-15e3d2e0-9866-475f-9cc4-67025032a683
Cantina Cerveteri Sca	Cerveteri	RM	Lazio	6.99053E+35			https://www.paginegialle.it/cerveteri-rm/enoteca/cantina-sociale-cooperativa-cerveteri-societa-coop
Azienda Agricola Santa Maria S.r.l.	Latina	LT	Lazio	773643009			https://www.paginegialle.it/latina-lt/cantine-sociali/azienda-agricola-santa-maria_2
Bertagni Consulting S.r.l.	Anzio	RM	Lazio	69847668			https://www.paginegialle.it/anzio-rm/cantine-sociali/bertagni-consulting-s-r-l
Cantina Bacco S.c.a.r.l.	Nettuno	RM	Lazio	69851921	info@cantinabacco.it	http://www.cantinabacco.it	https://www.paginegialle.it/nettuno-rm/cantine-sociali/cantina-bacco
Cantina Sociale Cesanese del Piglio Societa' Cooperativa Agricola	Piglio	FR	Lazio	7.75502E+18			https://www.paginegialle.it/piglio-fr/cantine-sociali/cantina-sociale-cesanese-piglio
Cantina Sociale Vini dei Colli Sabini	Magliano Sabina	RI	Lazio	744921675			https://www.paginegialle.it/magliano-sabina-ri/cantine-sociali/cantina-sociale-vini-dei-colli-sabini-vi-co-sa-soc-coop-arl
Cantine Silvestri S.r.l.	Lanuvio	RM	Lazio	69303365			https://www.paginegialle.it/lanuvio-rm/cantine-sociali/cantine-silvestri-s-r-l
Imd	Capena	RM	Lazio	69073473			https://www.paginegialle.it/capena-rm/cantine-sociali/imd
La Camera da Pranzo	Monte Porzio Catone	RM	Lazio	69417511			https://www.paginegialle.it/monte-porzio-catone-rm/cantine-sociali/la-camera-da-pranzo
La Ferriera S.r.l. Societa' Agricola	Atina	FR	Lazio	7.76691E+28		https://wa.me/+393472454138?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/atina-fr/cantine-sociali/ferriera-societa-agricola
Nuova Cantina Sociale Coop. Genazzano	- 00030 Genazzano	RM	Lazio	69579121			https://www.paginegialle.it/genazzano-rm/cantine-sociali/nuova-cantina-sociale-coop.-genazzano_2
Pro Loco Vignanello	Vignanello	VT	Lazio	3.33175E+19		https://wa.me/+393331754238?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/vignanello-vt/pro-loco-vignanello
V.G.  S.r.l.	Latina	LT	Lazio				https://www.paginegialle.it/latina-lt/cantine-sociali/cantina-villa-gianna
V.G.  S.r.l.	Latina	LT	Lazio	773250034			https://www.paginegialle.it/borgo-san-michele-lt/cantine-sociali/v-g-s-r-l
Cantina Spallotta Walter Snc	Velletri	RM	Lazio	69633729			https://www.paginegialle.it/cantinaspallottaeromaggiolivelletri
Osteria Le Cantine di Tullio	Labro	RI	Lazio	7.46197E+19		https://wa.me/+393278476413?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/osteria-le-cantine-di-tullio-labro-ri
Cantina Colonna	Marino	RM	Lazio	690212368			https://www.paginegialle.it/cantinacolonna-marino
Cantina 26	Roma	RM	Lazio	3388008832		https://wa.me/+393388008832?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantina26-roma
Cantine Terre Reali di Grilli Armando	Gallicano nel Lazio	RM	Lazio	695007291			https://www.paginegialle.it/cantineterrerealidigrilliarmando-gallicanonellazio
La Cantina di Paola di Smacchia Paola	Viterbo	VT	Lazio	3402143560			https://www.paginegialle.it/lacantinadipaoladismacchiapaola-viterbo
